priming,cor_type,cor, sub
np,loc_cor,0.006437096351274443,1
soc,soc,0.02570897836496255,315
np,loc_cor,-0.004223931563096723,2
soc,soc,0.02570897836496255,315
np,loc_cor,0.0008604178838018241,3
soc,soc,0.02570897836496255,315
np,loc_cor,0.002624993204350645,4
soc,soc,0.02570897836496255,315
np,loc_cor,-0.008706861927684278,5
soc,soc,0.02570897836496255,315
np,loc_cor,0.004746810223213729,6
soc,soc,0.02570897836496255,315
np,loc_cor,0.026921367889735568,7
soc,soc,0.02570897836496255,315
np,loc_cor,-0.0014732540340498482,8
soc,soc,0.02570897836496255,315
np,loc_cor,0.05065233192713154,9
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.01259717704112502,10
soc,soc,0.02570897836496255,315
loc,loc_cor,0.005318949872985269,11
soc,soc,0.02570897836496255,315
loc,loc_cor,0.01591062967925393,12
soc,soc,0.02570897836496255,315
loc,loc_cor,0.011726441261804657,13
soc,soc,0.02570897836496255,315
loc,loc_cor,0.002954709494064154,14
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.023692452179026324,15
soc,soc,0.02570897836496255,315
loc,loc_cor,0.004359602985379311,16
soc,soc,0.02570897836496255,315
loc,loc_cor,0.13997368971682594,17
soc,soc,0.02570897836496255,315
soc,loc_cor,0.022314841846413625,18
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.01788478456164711,19
soc,soc,0.02570897836496255,315
soc,loc_cor,0.003727581506693735,20
soc,soc,0.02570897836496255,315
soc,loc_cor,0.005762355093604181,21
soc,soc,0.02570897836496255,315
soc,loc_cor,0.010823114923590343,22
soc,soc,0.02570897836496255,315
soc,loc_cor,0.010617320557679102,23
soc,soc,0.02570897836496255,315
np,loc_cor,0.0316051771228415,24
soc,soc,0.02570897836496255,315
np,loc_cor,-0.014074478602510125,25
soc,soc,0.02570897836496255,315
np,loc_cor,0.031027833666372615,26
soc,soc,0.02570897836496255,315
np,loc_cor,0.025850195059833075,27
soc,soc,0.02570897836496255,315
np,loc_cor,0.02029090906557887,28
soc,soc,0.02570897836496255,315
np,loc_cor,0.04213425532309254,29
soc,soc,0.02570897836496255,315
np,loc_cor,0.025327260737242164,30
soc,soc,0.02570897836496255,315
loc,loc_cor,0.027510744520641974,31
soc,soc,0.02570897836496255,315
loc,loc_cor,0.2528313673171072,32
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04268692786607662,33
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03136585600091421,34
soc,soc,0.02570897836496255,315
loc,loc_cor,0.020943699773767734,35
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04973324583202245,36
soc,soc,0.02570897836496255,315
soc,loc_cor,0.02747945203694692,37
soc,soc,0.02570897836496255,315
soc,loc_cor,0.02188035794840332,38
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03764321266483814,39
soc,soc,0.02570897836496255,315
soc,loc_cor,0.023222068443858497,40
soc,soc,0.02570897836496255,315
soc,loc_cor,0.008446648817381434,41
soc,soc,0.02570897836496255,315
soc,loc_cor,0.027025522726727726,42
soc,soc,0.02570897836496255,315
np,loc_cor,-0.00025676731080637313,43
soc,soc,0.02570897836496255,315
np,loc_cor,-0.0012986803462493454,44
soc,soc,0.02570897836496255,315
np,loc_cor,-0.02131553949497092,45
soc,soc,0.02570897836496255,315
np,loc_cor,-0.002300190027928999,46
soc,soc,0.02570897836496255,315
np,loc_cor,0.00996388551774247,47
soc,soc,0.02570897836496255,315
np,loc_cor,0.007036712210233321,48
soc,soc,0.02570897836496255,315
np,loc_cor,0.013466551051396828,49
soc,soc,0.02570897836496255,315
np,loc_cor,-0.002598572046768691,50
soc,soc,0.02570897836496255,315
np,loc_cor,-0.006131571843416137,51
soc,soc,0.02570897836496255,315
loc,loc_cor,0.023090832902951577,52
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.011602605525423243,53
soc,soc,0.02570897836496255,315
loc,loc_cor,0.015369311676553928,54
soc,soc,0.02570897836496255,315
loc,loc_cor,0.010477162555200351,55
soc,soc,0.02570897836496255,315
loc,loc_cor,0.003932676546379974,56
soc,soc,0.02570897836496255,315
loc,loc_cor,0.0010711429269499985,57
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01202744946226714,58
soc,soc,0.02570897836496255,315
soc,loc_cor,0.023509644862624135,59
soc,soc,0.02570897836496255,315
soc,loc_cor,0.00975859875730351,60
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.0006235093894568253,61
soc,soc,0.02570897836496255,315
soc,loc_cor,0.012960625555078256,62
soc,soc,0.02570897836496255,315
np,loc_cor,0.023330644502958523,63
soc,soc,0.02570897836496255,315
np,loc_cor,0.028050046665616325,64
soc,soc,0.02570897836496255,315
np,loc_cor,0.01592782618331038,65
soc,soc,0.02570897836496255,315
np,loc_cor,0.016724068528467497,66
soc,soc,0.02570897836496255,315
np,loc_cor,0.009106338512297273,67
soc,soc,0.02570897836496255,315
np,loc_cor,0.015613657401704126,68
soc,soc,0.02570897836496255,315
np,loc_cor,0.014628647096610794,69
soc,soc,0.02570897836496255,315
loc,loc_cor,0.022003427808183682,70
soc,soc,0.02570897836496255,315
loc,loc_cor,0.00942158690649337,71
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03872034662046163,72
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03412221702402766,73
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.006457503479999265,74
soc,soc,0.02570897836496255,315
soc,loc_cor,0.020259348123976718,75
soc,soc,0.02570897836496255,315
soc,loc_cor,0.007964620668851613,76
soc,soc,0.02570897836496255,315
soc,loc_cor,0.02000503221210478,77
soc,soc,0.02570897836496255,315
soc,loc_cor,0.057672255278663875,78
soc,soc,0.02570897836496255,315
soc,loc_cor,0.008656317104479951,79
soc,soc,0.02570897836496255,315
soc,loc_cor,0.1162804709014616,80
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.006111295238128693,81
soc,soc,0.02570897836496255,315
soc,loc_cor,0.012857555922472596,82
soc,soc,0.02570897836496255,315
np,loc_cor,-0.004619990639040051,83
soc,soc,0.02570897836496255,315
np,loc_cor,0.00965361013311602,84
soc,soc,0.02570897836496255,315
np,loc_cor,0.022407723378942607,85
soc,soc,0.02570897836496255,315
np,loc_cor,0.02607977856805389,86
soc,soc,0.02570897836496255,315
np,loc_cor,0.022089833964115346,87
soc,soc,0.02570897836496255,315
loc,loc_cor,-8.356135301992466e-05,88
soc,soc,0.02570897836496255,315
loc,loc_cor,0.009839754533169664,89
soc,soc,0.02570897836496255,315
loc,loc_cor,0.016538217129376614,90
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02343875794672588,91
soc,soc,0.02570897836496255,315
loc,loc_cor,0.01256423483125277,92
soc,soc,0.02570897836496255,315
loc,loc_cor,0.049864798627779636,93
soc,soc,0.02570897836496255,315
loc,loc_cor,0.020885486425780347,94
soc,soc,0.02570897836496255,315
loc,loc_cor,0.014220523343126871,95
soc,soc,0.02570897836496255,315
soc,loc_cor,0.018335389456947054,96
soc,soc,0.02570897836496255,315
soc,loc_cor,0.008247123552924092,97
soc,soc,0.02570897836496255,315
soc,loc_cor,0.017938730079590334,98
soc,soc,0.02570897836496255,315
soc,loc_cor,0.012435677939912688,99
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03762825278605282,100
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01580324175075708,101
soc,soc,0.02570897836496255,315
np,loc_cor,0.022084874266486035,102
soc,soc,0.02570897836496255,315
np,loc_cor,0.0009449516574414566,103
soc,soc,0.02570897836496255,315
np,loc_cor,0.009309623762119067,104
soc,soc,0.02570897836496255,315
np,loc_cor,0.013962915726409553,105
soc,soc,0.02570897836496255,315
np,loc_cor,0.02005440725627295,106
soc,soc,0.02570897836496255,315
np,loc_cor,0.023300105366992598,107
soc,soc,0.02570897836496255,315
np,loc_cor,0.0011985684753847662,108
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03605785487543641,109
soc,soc,0.02570897836496255,315
loc,loc_cor,0.025221626810659342,110
soc,soc,0.02570897836496255,315
loc,loc_cor,0.0049077321030689585,111
soc,soc,0.02570897836496255,315
loc,loc_cor,0.021504930528780455,112
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.003163989752079104,113
soc,soc,0.02570897836496255,315
loc,loc_cor,0.00746723647128543,114
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01735466829408133,115
soc,soc,0.02570897836496255,315
soc,loc_cor,0.003465144611147931,116
soc,soc,0.02570897836496255,315
soc,loc_cor,0.006219098142670355,117
soc,soc,0.02570897836496255,315
soc,loc_cor,0.017213205629473,118
soc,soc,0.02570897836496255,315
soc,loc_cor,0.0288708973435622,119
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03910348524671995,120
soc,soc,0.02570897836496255,315
soc,loc_cor,0.020491221309055143,121
soc,soc,0.02570897836496255,315
soc,loc_cor,0.04409889814304471,122
soc,soc,0.02570897836496255,315
soc,loc_cor,0.017553078148555768,123
soc,soc,0.02570897836496255,315
soc,loc_cor,0.007668042199976656,124
soc,soc,0.02570897836496255,315
np,loc_cor,0.015895549038149714,125
soc,soc,0.02570897836496255,315
np,loc_cor,0.01858667050025427,126
soc,soc,0.02570897836496255,315
np,loc_cor,0.02531516172714244,127
soc,soc,0.02570897836496255,315
np,loc_cor,0.024563343255128663,128
soc,soc,0.02570897836496255,315
np,loc_cor,0.02681862527366707,129
soc,soc,0.02570897836496255,315
np,loc_cor,0.027001794122691165,130
soc,soc,0.02570897836496255,315
np,loc_cor,0.020743411419784506,131
soc,soc,0.02570897836496255,315
loc,loc_cor,0.040989950409943146,132
soc,soc,0.02570897836496255,315
loc,loc_cor,0.026274342198536468,133
soc,soc,0.02570897836496255,315
loc,loc_cor,0.019264766020370173,134
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03291274010063694,135
soc,soc,0.02570897836496255,315
loc,loc_cor,0.033258393002933505,136
soc,soc,0.02570897836496255,315
loc,loc_cor,0.0006214385779623988,137
soc,soc,0.02570897836496255,315
soc,loc_cor,0.012419114902102372,138
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01725694035155434,139
soc,soc,0.02570897836496255,315
soc,loc_cor,0.02181850867052894,140
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03635886628698881,141
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01633189639344529,142
soc,soc,0.02570897836496255,315
soc,loc_cor,0.11641863461695215,143
soc,soc,0.02570897836496255,315
soc,loc_cor,0.04988514578990436,144
soc,soc,0.02570897836496255,315
soc,loc_cor,0.017014792296109495,145
soc,soc,0.02570897836496255,315
np,loc_cor,0.11338654386825175,146
soc,soc,0.02570897836496255,315
np,loc_cor,0.04643262547333505,147
soc,soc,0.02570897836496255,315
np,loc_cor,0.02272682741848803,148
soc,soc,0.02570897836496255,315
np,loc_cor,-0.004330039912479337,149
soc,soc,0.02570897836496255,315
np,loc_cor,0.050335626721095976,150
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02961303278043694,151
soc,soc,0.02570897836496255,315
loc,loc_cor,0.06030642289861769,152
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04700149583177541,153
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04611267756049882,154
soc,soc,0.02570897836496255,315
loc,loc_cor,0.01472434459976678,155
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03689881660214445,156
soc,soc,0.02570897836496255,315
soc,loc_cor,0.027049108829974793,157
soc,soc,0.02570897836496255,315
soc,loc_cor,0.07437569822735234,158
soc,soc,0.02570897836496255,315
soc,loc_cor,0.06076797602417123,159
soc,soc,0.02570897836496255,315
soc,loc_cor,0.032937745396635826,160
soc,soc,0.02570897836496255,315
soc,loc_cor,0.030971016548556756,161
soc,soc,0.02570897836496255,315
np,loc_cor,0.008563189396942889,162
soc,soc,0.02570897836496255,315
np,loc_cor,-0.008495709697104168,163
soc,soc,0.02570897836496255,315
np,loc_cor,-0.02439184888676698,164
soc,soc,0.02570897836496255,315
np,loc_cor,0.00968130658945204,165
soc,soc,0.02570897836496255,315
np,loc_cor,-0.017949398876901827,166
soc,soc,0.02570897836496255,315
np,loc_cor,-0.02152765519266515,167
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.0040256341459433565,168
soc,soc,0.02570897836496255,315
loc,loc_cor,0.00445273635638923,169
soc,soc,0.02570897836496255,315
loc,loc_cor,0.01383226118350051,170
soc,soc,0.02570897836496255,315
loc,loc_cor,0.007952569653390354,171
soc,soc,0.02570897836496255,315
loc,loc_cor,0.012808513078596486,172
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.012193231045573955,173
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.0199434124581049,174
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.022356389899607757,175
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.009482425404893526,176
soc,soc,0.02570897836496255,315
soc,loc_cor,0.0008609647613682883,177
soc,soc,0.02570897836496255,315
soc,loc_cor,0.0032275447830923385,178
soc,soc,0.02570897836496255,315
np,loc_cor,0.024375695441929805,179
soc,soc,0.02570897836496255,315
np,loc_cor,0.016145662774891188,180
soc,soc,0.02570897836496255,315
np,loc_cor,0.022057128124191232,181
soc,soc,0.02570897836496255,315
np,loc_cor,0.028612691677095386,182
soc,soc,0.02570897836496255,315
np,loc_cor,0.040608739807834596,183
soc,soc,0.02570897836496255,315
np,loc_cor,0.016863206189697878,184
soc,soc,0.02570897836496255,315
loc,loc_cor,0.025346593426689202,185
soc,soc,0.02570897836496255,315
loc,loc_cor,0.024579714438279193,186
soc,soc,0.02570897836496255,315
loc,loc_cor,0.020005852393353497,187
soc,soc,0.02570897836496255,315
loc,loc_cor,0.01615399158070465,188
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04737252978342492,189
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04365442418638075,190
soc,soc,0.02570897836496255,315
loc,loc_cor,0.054369354977490444,191
soc,soc,0.02570897836496255,315
soc,loc_cor,0.02943300610452253,192
soc,soc,0.02570897836496255,315
soc,loc_cor,0.028743973948426763,193
soc,soc,0.02570897836496255,315
soc,loc_cor,0.027058147650388366,194
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.02369474124921112,195
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03939647413040761,196
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.0007736573275830166,197
soc,soc,0.02570897836496255,315
soc,loc_cor,0.0021610754923458773,198
soc,soc,0.02570897836496255,315
np,loc_cor,0.03954136321186733,199
soc,soc,0.02570897836496255,315
np,loc_cor,0.02376478900840177,200
soc,soc,0.02570897836496255,315
np,loc_cor,0.04218756932821555,201
soc,soc,0.02570897836496255,315
np,loc_cor,0.006917197489441769,202
soc,soc,0.02570897836496255,315
np,loc_cor,0.020155486006539686,203
soc,soc,0.02570897836496255,315
np,loc_cor,0.022689558003342096,204
soc,soc,0.02570897836496255,315
np,loc_cor,-0.00337807044611078,205
soc,soc,0.02570897836496255,315
loc,loc_cor,0.031860047206195556,206
soc,soc,0.02570897836496255,315
loc,loc_cor,0.031833333443456804,207
soc,soc,0.02570897836496255,315
loc,loc_cor,0.031494260697907485,208
soc,soc,0.02570897836496255,315
loc,loc_cor,0.023623022762127032,209
soc,soc,0.02570897836496255,315
loc,loc_cor,0.035190181813949506,210
soc,soc,0.02570897836496255,315
loc,loc_cor,0.05296456115158858,211
soc,soc,0.02570897836496255,315
loc,loc_cor,0.08457339292529034,212
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03214911997440238,213
soc,soc,0.02570897836496255,315
loc,loc_cor,0.081954608812986,214
soc,soc,0.02570897836496255,315
soc,loc_cor,0.04261717028657565,215
soc,soc,0.02570897836496255,315
soc,loc_cor,0.025474703029675458,216
soc,soc,0.02570897836496255,315
soc,loc_cor,0.022671027930786587,217
soc,soc,0.02570897836496255,315
soc,loc_cor,0.028972351953633253,218
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.03697209700575112,219
soc,soc,0.02570897836496255,315
soc,loc_cor,0.027511482764502205,220
soc,soc,0.02570897836496255,315
soc,loc_cor,0.02731132785969087,221
soc,soc,0.02570897836496255,315
soc,loc_cor,0.025089897573759904,222
soc,soc,0.02570897836496255,315
np,loc_cor,0.02880583609269971,223
soc,soc,0.02570897836496255,315
np,loc_cor,0.029185993444701706,224
soc,soc,0.02570897836496255,315
np,loc_cor,0.02603564768411997,225
soc,soc,0.02570897836496255,315
np,loc_cor,0.06716102741707744,226
soc,soc,0.02570897836496255,315
np,loc_cor,0.04937263016595488,227
soc,soc,0.02570897836496255,315
np,loc_cor,0.027971183282181827,228
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03360282071286997,229
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02639148876669999,230
soc,soc,0.02570897836496255,315
loc,loc_cor,0.06018020091496892,231
soc,soc,0.02570897836496255,315
loc,loc_cor,0.022952197710592905,232
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02887131050558152,233
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03618452302995194,234
soc,soc,0.02570897836496255,315
loc,loc_cor,0.08387368369020472,235
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04565296788304498,236
soc,soc,0.02570897836496255,315
soc,loc_cor,0.039891167098826334,237
soc,soc,0.02570897836496255,315
soc,loc_cor,0.018072158829612852,238
soc,soc,0.02570897836496255,315
soc,loc_cor,0.018556809783553105,239
soc,soc,0.02570897836496255,315
soc,loc_cor,0.05607335739851684,240
soc,soc,0.02570897836496255,315
soc,loc_cor,0.032486526570321625,241
soc,soc,0.02570897836496255,315
np,loc_cor,0.006370587847704658,242
soc,soc,0.02570897836496255,315
np,loc_cor,-0.004815639132838712,243
soc,soc,0.02570897836496255,315
np,loc_cor,0.02301803477241288,244
soc,soc,0.02570897836496255,315
np,loc_cor,-0.002404696515509931,245
soc,soc,0.02570897836496255,315
np,loc_cor,0.0030065673650685235,246
soc,soc,0.02570897836496255,315
np,loc_cor,0.00026600420972247617,247
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.017697000039290332,248
soc,soc,0.02570897836496255,315
loc,loc_cor,0.010926358305074654,249
soc,soc,0.02570897836496255,315
loc,loc_cor,0.008156620318340078,250
soc,soc,0.02570897836496255,315
loc,loc_cor,0.0002210040709208532,251
soc,soc,0.02570897836496255,315
loc,loc_cor,0.005625441187380458,252
soc,soc,0.02570897836496255,315
loc,loc_cor,0.00243282601754952,253
soc,soc,0.02570897836496255,315
loc,loc_cor,-0.00028143440585237076,254
soc,soc,0.02570897836496255,315
loc,loc_cor,0.009331166848227173,255
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01818071280277113,256
soc,soc,0.02570897836496255,315
soc,loc_cor,0.013325933393086218,257
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.024865881962171564,258
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.003836530554024702,259
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.009900439846148634,260
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.001063749903327567,261
soc,soc,0.02570897836496255,315
np,loc_cor,0.022555787066427913,262
soc,soc,0.02570897836496255,315
np,loc_cor,0.030071846491315692,263
soc,soc,0.02570897836496255,315
np,loc_cor,0.014519639230392397,264
soc,soc,0.02570897836496255,315
np,loc_cor,0.027394452182691983,265
soc,soc,0.02570897836496255,315
np,loc_cor,0.04049019990110534,266
soc,soc,0.02570897836496255,315
np,loc_cor,0.012096945208923912,267
soc,soc,0.02570897836496255,315
loc,loc_cor,0.0406126158876043,268
soc,soc,0.02570897836496255,315
loc,loc_cor,0.012009255384340493,269
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02574704144320848,270
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02708162124915639,271
soc,soc,0.02570897836496255,315
loc,loc_cor,0.034916425612115255,272
soc,soc,0.02570897836496255,315
loc,loc_cor,0.026211834193981418,273
soc,soc,0.02570897836496255,315
loc,loc_cor,0.015078111081501134,274
soc,soc,0.02570897836496255,315
soc,loc_cor,0.010812231080859658,275
soc,soc,0.02570897836496255,315
soc,loc_cor,0.014482089444539452,276
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.04596986098225984,277
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03518048584434872,278
soc,soc,0.02570897836496255,315
soc,loc_cor,0.024111707178398542,279
soc,soc,0.02570897836496255,315
soc,loc_cor,-0.05010757180234546,280
soc,soc,0.02570897836496255,315
np,loc_cor,0.030660387310777748,281
soc,soc,0.02570897836496255,315
np,loc_cor,0.009753392405438262,282
soc,soc,0.02570897836496255,315
np,loc_cor,0.015009309776003614,283
soc,soc,0.02570897836496255,315
np,loc_cor,0.03621741622439325,284
soc,soc,0.02570897836496255,315
np,loc_cor,0.025343006487766637,285
soc,soc,0.02570897836496255,315
loc,loc_cor,0.010381199541654024,286
soc,soc,0.02570897836496255,315
loc,loc_cor,0.0027974529468991717,287
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03034671512749793,288
soc,soc,0.02570897836496255,315
loc,loc_cor,0.015950762397340338,289
soc,soc,0.02570897836496255,315
loc,loc_cor,0.024840772289789557,290
soc,soc,0.02570897836496255,315
loc,loc_cor,0.03620507086542005,291
soc,soc,0.02570897836496255,315
soc,loc_cor,0.010666099927607616,292
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01754467664422361,293
soc,soc,0.02570897836496255,315
soc,loc_cor,0.007895057152102807,294
soc,soc,0.02570897836496255,315
soc,loc_cor,0.039400525671757905,295
soc,soc,0.02570897836496255,315
soc,loc_cor,0.07046928375071203,296
soc,soc,0.02570897836496255,315
soc,loc_cor,0.01089580467742357,297
soc,soc,0.02570897836496255,315
np,loc_cor,0.02532996416575199,298
soc,soc,0.02570897836496255,315
np,loc_cor,0.021833411926719247,299
soc,soc,0.02570897836496255,315
np,loc_cor,0.031887639986846184,300
soc,soc,0.02570897836496255,315
np,loc_cor,0.01759544038458598,301
soc,soc,0.02570897836496255,315
np,loc_cor,0.03346769602191354,302
soc,soc,0.02570897836496255,315
loc,loc_cor,0.028715497706761066,303
soc,soc,0.02570897836496255,315
loc,loc_cor,0.01860863158002379,304
soc,soc,0.02570897836496255,315
loc,loc_cor,0.022086878258196347,305
soc,soc,0.02570897836496255,315
loc,loc_cor,0.02525900554804087,306
soc,soc,0.02570897836496255,315
loc,loc_cor,0.04971528349319262,307
soc,soc,0.02570897836496255,315
loc,loc_cor,0.018615048427204232,308
soc,soc,0.02570897836496255,315
loc,loc_cor,0.019515866016839897,309
soc,soc,0.02570897836496255,315
soc,loc_cor,0.028779998175904195,310
soc,soc,0.02570897836496255,315
soc,loc_cor,0.03456283802212478,311
soc,soc,0.02570897836496255,315
soc,loc_cor,0.046652013823612816,312
soc,soc,0.02570897836496255,315
soc,loc_cor,0.019432244772692002,313
soc,soc,0.02570897836496255,315
soc,loc_cor,0.04596878476349411,314
soc,soc,0.02570897836496255,315
soc,loc_cor,0.018244365756598928,315
soc,soc,0.02570897836496255,315
