corr,priming
0.0068740202984998765,np
-0.003874913823592748,np
0.0012234007549823474,np
0.0029805194872925575,np
-0.008352161990359042,np
0.005119801132585183,np
0.011146706850448105,np
0.027390502352158702,np
0.013155305881801164,np
-0.0011047110945995673,np
-0.0015007163742999125,np
-0.004459855632634545,np
0.050651704512768306,np
-0.012317411543126423,loc
0.005679229731482499,loc
0.012035653187146292,loc
0.01627069366512894,loc
-0.023329578575411843,loc
0.003291124414078381,loc
-0.0010736058003110503,loc
0.140293898212805,loc
0.004701691076609894,loc
0.022735288299404615,soc
-0.01753234164103179,soc
0.00408688649239784,soc
0.0006771236341339773,soc
0.011161370937398994,soc
0.01100794316538798,soc
0.006148186861875085,soc
0.03394437459318837,np
-0.010856410750953836,np
0.03326211534212245,np
0.031178216599297197,np
0.01592308511538844,np
-0.014353441385592596,np
0.07349342213222786,np
0.025362854028468274,np
0.030574557745270396,np
0.02477929903571462,np
0.022224355178581585,np
0.026171312983117173,np
0.019897602933368053,np
0.04172952942432467,np
0.06363090159131839,loc
0.026987249554629552,loc
0.002205996034161184,loc
0.2530232098081872,loc
0.04227448069277735,loc
0.020575513775162726,loc
0.03087732186250763,loc
0.049436429422327455,loc
0.02708878742382906,soc
0.02147759963981681,soc
0.03718319218333737,soc
0.022841006532718252,soc
0.010872098749702078,soc
0.007953737047314911,soc
0.026552939874787688,soc
-0.017950687595317195,np
-0.0007686028139830927,np
-0.0017315143879886455,np
0.026114735037194903,np
0.009481809354046473,np
0.0066093949233752055,np
-0.0027523069626002117,np
-0.021826173680745638,np
-0.003085042843126909,np
0.01299987732673223,np
-0.006484118740867339,np
0.007351925110728628,loc
0.02268138098529659,loc
-0.011979067159526399,loc
0.002580558145609168,loc
0.006494999336718581,loc
0.014891924603912277,loc
0.003363499717333235,loc
0.009860905346033667,loc
0.000570296547313851,loc
0.01156992354737577,soc
0.009196871860569488,soc
0.0230208368847029,soc
-0.0011354481411876957,soc
0.012459101352726628,soc
0.02809436513641991,np
0.023412943161327398,np
0.01796661173863011,np
0.0159853036649729,np
0.016761694954625574,np
0.009147701493026891,np
0.015645820981842064,np
0.014616445771131253,np
0.022043952631779416,loc
0.009546912631194992,loc
0.03883730931499653,loc
-0.006440345598078128,loc
0.0342075271748456,loc
0.008048931718060577,soc
0.02039440732522891,soc
0.020153298527586343,soc
-0.03124083699394262,soc
0.11620052043748431,soc
0.008646806346603787,soc
0.0577398555291177,soc
0.013016819269603989,soc
0.02694998712916759,soc
-0.00602971878976422,soc
-0.004314965155556236,np
0.004185839209957267,np
-0.025181795114338983,np
0.022328135345513558,np
0.010003242214724196,np
0.022738089640361652,np
0.013343624959544768,np
0.026401550998889585,np
0.00027589429285946346,loc
0.010280590836754531,loc
0.016835937990889494,loc
0.02376446322861023,loc
0.012915657898295714,loc
-0.02258115617282768,loc
0.014551876989715763,loc
0.050120294237685895,loc
0.021262950695566798,loc
0.018695214145962376,soc
0.00849041888268579,soc
0.01831175015269898,soc
0.012767715543360507,soc
0.01613003422676906,soc
0.037921454386746066,soc
0.021730464491867114,np
0.04601210797556223,np
0.0005127131168597107,np
0.008974828520774848,np
0.006218200999113787,np
0.013522382104203746,np
0.019526750988596787,np
0.04524757167569722,np
0.010334167106962944,np
0.0007521835616545766,np
0.022890653600042863,np
0.03561057258666496,loc
0.024958246766398413,loc
0.004504012269144112,loc
-0.0036394386715684996,loc
0.021073538553914483,loc
0.007069610824165457,loc
0.016996237751874088,soc
0.0031388445371785217,soc
0.005796957025850316,soc
0.016783343693342792,soc
0.02856021685654099,soc
0.03874754020344365,soc
0.02012850080788759,soc
0.007277808065494112,soc
0.043880830268493334,soc
0.017103065263887742,soc
-0.02335587852761251,soc
0.0012988939464022118,soc
0.015364636070065914,np
0.035263464991099294,np
0.01818617960347819,np
0.03311676972423029,np
0.02498753895089366,np
0.02652307500771223,np
0.020363558304379983,np
0.02647527910750271,np
0.024043982726529203,np
-0.0504536013642668,np
0.04057715837044561,loc
0.025802460625487633,loc
0.018827351804579652,loc
0.032559054374344275,loc
9.921316734437086e-05,loc
0.032819328463169324,loc
0.011901606065038258,soc
0.01679639258663138,soc
0.021431901876480523,soc
0.03598021653046915,soc
0.11615301108222398,soc
0.0159978849912012,soc
0.04926692024085362,soc
0.016549475589606927,soc
0.11332227757477123,np
0.046467298906182085,np
0.022786764180899265,np
0.05071605438819675,np
-0.004308592693734527,np
0.07429250083694369,np
0.050377029598512535,np
0.02972545834157315,loc
0.06038170643256879,loc
0.05834726974081504,loc
0.04704960656300434,loc
0.014753330475201895,loc
0.04615584433791319,loc
0.0011967586574217904,soc
0.02197567613008319,soc
0.03698065542267695,soc
0.02711412889874919,soc
0.074393964804433,soc
0.06083153704755525,soc
0.033077777749272216,soc
0.031087067514502922,soc
0.017722357904027767,soc
0.0044234805376887456,np
0.008837545009728793,np
-0.008257382118323558,np
-0.02428391406060761,np
0.010090362104634345,np
-0.021308463875964537,np
-0.02131067408462516,np
-0.017587282876910713,np
0.0047119538539873605,loc
-0.0036939593741996206,loc
0.014128899736450151,loc
0.00813145816775139,loc
0.013159877239218208,loc
-0.011966278212826214,loc
0.011560567139389655,soc
-0.02215227424907639,soc
-0.019673997202129433,soc
-0.009198690068215913,soc
0.001101045465993856,soc
0.003529359410415468,soc
-0.0023641196989175766,soc
0.02412136284048425,np
0.015868184659814183,np
0.021434736030456838,np
0.00025665812343032666,np
0.02169282899524497,np
0.04038050767479578,np
0.02835241756587569,np
0.016517388990275772,np
0.024981211052878514,loc
0.02421904441031554,loc
0.028052815864238564,loc
0.015854816010087355,loc
0.019673865228585323,loc
0.04328334245469132,loc
0.054058844516980856,loc
0.04704579683695165,loc
0.035036505892753894,loc
0.02917043301082581,soc
0.02854845531324057,soc
0.026814452970086815,soc
-0.02392965232207451,soc
0.0019288401115898836,soc
0.039052790957075416,soc
-0.0011730901057116292,soc
0.039031769882523146,np
0.02351534981793944,np
0.041838714911108514,np
0.006725139231634247,np
0.019641544994414492,np
0.022117871620149405,np
0.022339431602051506,np
-0.003743883081611622,np
0.031491250853671666,loc
0.03161461191725485,loc
0.031114893098910894,loc
0.023281163823599873,loc
0.0347591806893999,loc
0.05255742026617292,loc
0.08404600621151412,loc
0.03187512804989369,loc
0.08171546870849151,loc
0.04231209361371029,soc
0.02518016326819885,soc
0.022273431192210872,soc
0.02883795492222338,soc
0.026865204405084924,soc
-0.037171652972304445,soc
0.026978253281886362,soc
0.024637673084294015,soc
0.028806518996969375,np
0.018673966390402683,np
0.06729348878973204,np
0.029245641495831278,np
0.0879298706081789,np
0.026117888892446626,np
0.04928891070969196,np
0.02808316202558132,np
0.03375017445245905,loc
0.026504028604651796,loc
0.060243543638299625,loc
0.023083871909564343,loc
0.028898594203524974,loc
0.03625172152041082,loc
0.045718657046492736,loc
0.08391678815169883,loc
0.040007135925688615,soc
0.018164178676150576,soc
0.018577024645458833,soc
0.05613678431540042,soc
0.032565046632407536,soc
0.006738664514655812,np
-0.004492242148210885,np
0.02334739099728071,np
-0.002142497359651558,np
0.0006741072791271271,np
0.0033831464275796952,np
-0.017450278725294335,loc
0.01131408063322971,loc
0.00854533998498822,loc
0.0006272176241165392,loc
0.0059385015811625535,loc
0.00013080188797219553,loc
0.0027108977057144516,loc
0.009770138034391751,loc
0.018633147394081066,soc
-0.022206738090928876,soc
0.01367392930166298,soc
0.07662005153606831,soc
-0.0007194333020336125,soc
-0.0034144241387657685,soc
-0.009571707776450625,soc
-0.024616688281564814,soc
0.025943870863006133,soc
0.03229114939652339,np
0.022071045170379888,np
0.029674207513619086,np
0.027058568767937632,np
0.01397230501709524,np
0.04004851224594608,np
0.011625001219011975,np
0.04026923906053633,loc
0.05022205186487945,loc
0.01170678596624105,loc
0.025341641781636195,loc
0.026761125853286685,loc
0.034510591544644545,loc
0.025820953441870912,loc
0.018899677129038752,loc
-0.030653545751549157,loc
0.014579565303514093,loc
0.01038023358774238,soc
0.034677322374653076,soc
0.013990056838002531,soc
-0.04626279263959227,soc
-0.0508570721871348,soc
0.0236876948495852,soc
0.0302283400522572,np
0.08989002836489078,np
0.009287669969813485,np
0.014450092975469998,np
0.025213996486987356,np
0.03574493680026986,np
0.020563919093749092,np
0.010026455491718048,loc
0.030017234672564536,loc
0.0023204087210729903,loc
0.015536856314900663,loc
0.024335447362205484,loc
0.035707622512589056,loc
0.02152974253003118,soc
0.01015650163525238,soc
0.017129762040589882,soc
0.007380460425471878,soc
0.03897615538389302,soc
0.07004827871779029,soc
0.017061229914931697,soc
0.010405645489220117,soc
0.021919669733675887,np
0.0253689407883207,np
0.03205781018322695,np
0.017637688099423506,np
0.029336629289756996,np
0.02439385243805604,np
0.03348527246719037,np
0.02882160225243022,loc
0.018740213279847956,loc
0.022233422874042858,loc
0.049780179978992936,loc
0.02536718892113532,loc
0.01958551516555055,loc
0.018689151505293895,loc
0.02886525955265473,soc
0.03459802836033575,soc
0.046791862493743085,soc
0.019505004714285876,soc
0.018420959871390218,soc
0.04613544816186707,soc
0.012151795402276792,soc
